,address,addressZipcode,addressStreet,area,baths,beds,latitude,longitude,monthly_rent,nearest_transit,transit_walk_dist,transit_walk_time,ucsd_car_dist,ucsd_car_time,ucsd_transit_dist,ucsd_transit_time,nearest_grocery,grocery_car_dist,grocery_car_time,coast_dist_km,medNeighborhoodIncome,zip_code,avg_crime
818,"5017 College Ave, San Diego, CA 92115",92115,5017 College Ave,1800.0,2.0,6.0,32.76894,-117.06843,7000,SDSU Station,0.6 km,9 mins,29.9 km,23 mins,29.8 km,1 hour 12 mins,Northgate González Market,4.1 km,9 mins,17.10765415812059,75178,92115.0,1.351058201058201
819,"5744 Mary Lane Dr, San Diego, CA 92115",92115,5744 Mary Lane Dr,1820.0,2.0,4.0,32.769985,-117.072716,6800,SDSU Station,0.5 km,8 mins,28.3 km,23 mins,29.6 km,1 hour 9 mins,Northgate González Market,4.0 km,9 mins,16.707485147477833,75178,92115.0,1.351058201058201
820,"6241 Adobe Dr, San Diego, CA 92115",92115,6241 Adobe Dr,1600.0,3.0,4.0,32.77216,-117.065414,5900,SDSU Station,0.6 km,9 mins,29.6 km,23 mins,29.7 km,1 hour 11 mins,Northgate González Market,4.2 km,9 mins,17.39379747633245,75178,92115.0,1.351058201058201
821,"5442 Baja Dr, San Diego, CA 92115",92115,5442 Baja Dr,1492.0,2.0,5.0,32.767933,-117.078575,5795,SDSU Station,1.6 km,24 mins,28.1 km,22 mins,30.6 km,1 hour 19 mins,Northgate González Market,2.6 km,7 mins,16.159321289462167,75178,92115.0,1.351058201058201
822,"5266-5268 Tipton St, 5266-5268 Tipton St, San Diego, CA 92115",92115,5266-5268 Tipton St,1352.0,2.0,4.0,32.77293,-117.062805,5550,SDSU Station,1.2 km,17 mins,30.5 km,25 mins,30.3 km,1 hour 18 mins,Northgate González Market,4.2 km,9 mins,17.639724082571554,75178,92115.0,1.351058201058201
823,"5385 Brockbank Pl, San Diego, CA 92115",92115,5385 Brockbank Pl,2183.0,4.0,5.0,32.776478,-117.06349,6890,SDSU Station,1.5 km,22 mins,30.9 km,25 mins,30.5 km,1 hour 17 mins,Northgate González Market,4.5 km,10 mins,17.590581377144535,75178,92115.0,1.351058201058201
824,"Brand New 2026!! 4bd/2ba, 5178 Ewing St, San Diego, CA 92115",92115,5178 Ewing St #0,1150.0,2.0,4.0,32.772404,-117.06126,4900,SDSU Station,1.3 km,19 mins,30.7 km,25 mins,30.4 km,1 hour 20 mins,Northgate González Market,4.3 km,9 mins,17.782689384430956,75178,92115.0,1.351058201058201
825,"2410 Community Ln #50, San Diego, CA 92108",92108,2410 Community Ln #50,1600.0,3.0,3.0,32.77921,-117.14554,4650,Fashion Valley Station,3.2 km,44 mins,22.5 km,19 mins,22.9 km,59 mins,Whole Foods Market,5.6 km,10 mins,9.967359959297422,101704,92108.0,21.67928571428571
826,"6419 Shane Pl, San Diego, CA 92115",92115,6419 Shane Pl,1200.0,2.0,4.0,32.773014,-117.060005,4395,SDSU Station,1.8 km,26 mins,31.2 km,25 mins,32.4 km,1 hour 20 mins,Northgate González Market,4.8 km,10 mins,17.901665977165027,75178,92115.0,1.351058201058201
827,"5126 Ewing St, San Diego, CA 92115",92115,5126 Ewing St,1200.0,2.0,4.0,32.77114,-117.06181,5295,SDSU Station,1.2 km,17 mins,30.5 km,24 mins,30.2 km,1 hour 18 mins,Northgate González Market,4.1 km,9 mins,17.728610047703924,75178,92115.0,1.351058201058201
828,"6323 Mesita Dr, San Diego, CA 92115",92115,6323 Mesita Dr,1200.0,2.0,4.0,32.76823,-117.06371,4795,SDSU Station,1.1 km,16 mins,30.6 km,24 mins,30.3 km,1 hour 18 mins,Northgate González Market,3.6 km,8 mins,17.549048354273513,75178,92115.0,1.351058201058201
829,"5237 Tipton St, San Diego, CA 92115",92115,5237 Tipton St,1500.0,2.0,4.0,32.773636,-117.06263,5000,SDSU Station,1.3 km,18 mins,30.6 km,25 mins,30.3 km,1 hour 19 mins,Northgate González Market,4.2 km,9 mins,17.65832520801946,75178,92115.0,1.351058201058201
830,"5138 Brockbank Pl, San Diego, CA 92115",92115,5138 Brockbank Pl,1200.0,2.0,4.0,32.772022,-117.0633,5050,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.1 km,1 hour 17 mins,Northgate González Market,4.0 km,9 mins,17.59107629460135,75178,92115.0,1.351058201058201
831,"5126 Alumni Pl, San Diego, CA 92115",92115,5126 Alumni Pl,1182.0,2.0,4.0,32.77137,-117.056656,5000,SDSU Station,1.8 km,25 mins,31.1 km,26 mins,32.2 km,1 hour 18 mins,Trader Joe's,7.2 km,10 mins,18.21083217416307,75178,92115.0,1.351058201058201
832,"5441 Brockbank Pl, San Diego, CA 92115",92115,5441 Brockbank Pl,1564.0,2.0,4.0,32.777134,-117.06425,5600,SDSU Station,1.6 km,24 mins,31.0 km,25 mins,30.6 km,1 hour 18 mins,Northgate González Market,4.6 km,10 mins,17.523347559866867,75178,92115.0,1.351058201058201
833,"5131 Tipton St, San Diego, CA 92115",92115,5131 Tipton St,1200.0,2.0,4.0,32.771606,-117.062744,5050,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.1 km,1 hour 16 mins,Northgate González Market,4.0 km,9 mins,17.642153200385057,75178,92115.0,1.351058201058201
834,"5239 Tipton St, San Diego, CA 92115",92115,5239 Tipton St,1200.0,2.0,4.0,32.773273,-117.062836,4850,SDSU Station,1.2 km,18 mins,30.6 km,25 mins,30.3 km,1 hour 19 mins,Northgate González Market,4.2 km,9 mins,17.637875184016274,75178,92115.0,1.351058201058201
835,"5171 La Dorna St, San Diego, CA 92115",92115,5171 La Dorna St,1705.0,2.0,4.0,32.7724,-117.05869,5250,SDSU Station,1.7 km,24 mins,31.0 km,25 mins,32.2 km,1 hour 18 mins,Northgate González Market,4.6 km,9 mins,18.022901371385135,75178,92115.0,1.351058201058201
836,"6243 Dorothy Dr, San Diego, CA 92115",92115,6243 Dorothy Dr,2707.0,3.0,6.0,32.769024,-117.06527,8100,SDSU Station,0.9 km,13 mins,30.4 km,24 mins,30.0 km,1 hour 14 mins,Northgate González Market,3.7 km,8 mins,17.40312653243473,75178,92115.0,1.351058201058201
837,"5136 E Falls View Dr, San Diego, CA 92115",92115,5136 E Falls View Dr,2463.0,3.0,7.0,32.77193,-117.06451,11000,SDSU Station,1.0 km,14 mins,30.3 km,24 mins,30.1 km,1 hour 15 mins,Northgate González Market,4.1 km,9 mins,17.477759779005034,75178,92115.0,1.351058201058201
838,"5121 Ewing St, San Diego, CA 92115",92115,5121 Ewing St,1200.0,2.0,4.0,32.77095,-117.06194,5000,SDSU Station,1.1 km,16 mins,30.5 km,24 mins,30.2 km,1 hour 17 mins,Northgate González Market,4.1 km,9 mins,17.71615149627339,75178,92115.0,1.351058201058201
839,"5245 E Falls View Dr, San Diego, CA 92115",92115,5245 E Falls View Dr,1200.0,2.0,4.0,32.77305,-117.06427,5050,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.1 km,1 hour 16 mins,Northgate González Market,4.2 km,9 mins,17.503162130602753,75178,92115.0,1.351058201058201
840,"6241 Mary Lane Dr, San Diego, CA 92115",92115,6241 Mary Lane Dr,1796.0,3.0,7.0,32.769726,-117.06551,8800,SDSU Station,0.8 km,12 mins,30.2 km,24 mins,29.9 km,1 hour 13 mins,Northgate González Market,3.8 km,8 mins,17.38100522697614,75178,92115.0,1.351058201058201
841,"6240 Pontiac St, San Diego, CA 92115",92115,6240 Pontiac St,1200.0,2.0,4.0,32.76853,-117.065384,5495,SDSU Station,0.9 km,13 mins,30.3 km,24 mins,30.0 km,1 hour 15 mins,Northgate González Market,3.7 km,7 mins,17.3924537332876,75178,92115.0,1.351058201058201
842,"5032 Rockford Dr, San Diego, CA 92115",92115,5032 Rockford Dr,1720.0,2.0,6.0,32.769226,-117.06819,7250,SDSU Station,0.6 km,9 mins,30.0 km,23 mins,29.7 km,1 hour 11 mins,Northgate González Market,3.6 km,7 mins,17.1301661758347,75178,92115.0,1.351058201058201
843,"5010 54th St, San Diego, CA 92115",92115,5010 54th St,1200.0,2.0,4.0,32.769043,-117.08021,5200,SDSU Station,1.3 km,20 mins,27.8 km,21 mins,30.4 km,1 hour 22 mins,Northgate González Market,2.7 km,7 mins,16.00625448862372,75178,92115.0,1.351058201058201
844,"5054 Rockford Dr #&-5056, San Diego, CA 92115",92115,5054 Rockford Dr #&-5056,2575.0,4.0,8.0,32.769665,-117.06847,9600,SDSU Station,0.6 km,8 mins,29.9 km,23 mins,29.7 km,1 hour 10 mins,Northgate González Market,3.6 km,7 mins,17.10421270673751,75178,92115.0,1.351058201058201
845,"5145 Ewing St, San Diego, CA 92115",92115,5145 Ewing St,1200.0,2.0,4.0,32.77163,-117.061455,4950,SDSU Station,1.2 km,17 mins,30.6 km,24 mins,30.3 km,1 hour 19 mins,Northgate González Market,4.2 km,9 mins,17.762698819156512,75178,92115.0,1.351058201058201
846,"5387 Brockbank Pl, San Diego, CA 92115",92115,5387 Brockbank Pl,500.0,1.0,1.0,32.776157,-117.063835,1795,SDSU Station,1.5 km,22 mins,30.9 km,25 mins,30.5 km,1 hour 16 mins,Northgate González Market,4.5 km,10 mins,17.556652520746965,75178,92115.0,1.351058201058201
847,"5115 Reservoir Dr, San Diego, CA 92115",92115,5115 Reservoir Dr,2500.0,3.0,7.0,32.770706,-117.054825,6800,SDSU Station,2.1 km,30 mins,31.8 km,24 mins,32.2 km,1 hour 17 mins,Trader Joe's,5.8 km,8 mins,18.380982839964087,75178,92115.0,1.351058201058201
848,"5103 Gary St, San Diego, CA 92115",92115,5103 Gary St,1200.0,2.0,4.0,32.770607,-117.06044,4900,SDSU Station,1.3 km,19 mins,30.6 km,25 mins,30.4 km,1 hour 20 mins,Northgate González Market,4.3 km,9 mins,17.855901049668677,75178,92115.0,1.351058201058201
849,"6154 Dorothy Dr, San Diego, CA 92115",92115,6154 Dorothy Dr,1166.0,2.0,4.0,32.769207,-117.06693,5150,SDSU Station,0.7 km,10 mins,30.1 km,24 mins,29.8 km,1 hour 12 mins,Northgate González Market,3.6 km,8 mins,17.247967865835783,75178,92115.0,1.351058201058201
850,"5035 College Ave, San Diego, CA 92115",92115,5035 College Ave,2565.0,3.0,7.0,32.769375,-117.0687,8500,SDSU Station,0.5 km,8 mins,29.9 km,23 mins,29.7 km,1 hour 11 mins,Northgate González Market,4.0 km,9 mins,17.082543138206468,75178,92115.0,1.351058201058201
851,"4838 Curry Dr, San Diego, CA 92115",92115,4838 Curry Dr,1200.0,2.0,4.0,32.76787,-117.0593,4900,SDSU Station,1.5 km,21 mins,31.0 km,25 mins,32.1 km,1 hour 16 mins,Northgate González Market,3.7 km,9 mins,17.961554405369,75178,92115.0,1.351058201058201
852,"5102 Ewing St, San Diego, CA 92115",92115,5102 Ewing St,2033.0,3.0,8.0,32.77041,-117.06258,8800,SDSU Station,1.1 km,15 mins,30.4 km,24 mins,30.1 km,1 hour 16 mins,Northgate González Market,4.0 km,8 mins,17.655585990835394,75178,92115.0,1.351058201058201
853,"5443 Brockbank Pl, San Diego, CA 92115",92115,5443 Brockbank Pl,1200.0,2.0,4.0,32.777126,-117.06447,4950,SDSU Station,1.6 km,24 mins,31.0 km,25 mins,30.6 km,1 hour 18 mins,Northgate González Market,4.6 km,10 mins,17.50276140690221,75178,92115.0,1.351058201058201
854,"5045 College Ave, San Diego, CA 92115",92115,5045 College Ave,2305.0,3.0,6.0,32.769672,-117.06889,7500,SDSU Station,0.5 km,7 mins,29.8 km,23 mins,29.7 km,1 hour 11 mins,Northgate González Market,4.0 km,9 mins,17.064948757682494,75178,92115.0,1.351058201058201
855,"1546 Oliver Ave, San Diego, CA 92109",92109,1546 Oliver Ave,900.0,1.0,2.0,32.79499,-117.2403,3795,Balboa Avenue Station,3.2 km,46 mins,12.0 km,16 mins,23.7 km,55 mins,Trader Joe's,0.8 km,3 mins,1.3548524339622294,118300,92109.0,34.02359788359788
856,"5296 Alta Vista St #C, San Diego, CA 92109",92109,5296 Alta Vista St #C,415.0,1.0,1.0,32.814156,-117.24351,2400,Balboa Avenue Station,3.6 km,49 mins,12.2 km,15 mins,13.1 km,59 mins,Trader Joe's,2.1 km,4 mins,2.5136279768011103,118300,92109.0,34.02359788359788
857,"5531 Ladybird Ln, La Jolla, CA 92037",92037,5531 Ladybird Ln,1882.0,2.0,3.0,32.814705,-117.259995,8395,Balboa Avenue Station,5.4 km,1 hour 16 mins,10.1 km,18 mins,27.0 km,58 mins,Trader Joe's,3.5 km,7 mins,2.398381506683369,141822,92037.0,0.5500925925925926
858,"3227 Ocean Front Walk, San Diego, CA 92109",92109,3227 Ocean Front Walk,1000.0,1.0,2.0,32.77261,-117.25297,6500,Tecolote Road Station,6.2 km,1 hour 26 mins,19.8 km,20 mins,16.0 km,52 mins,Trader Joe's,6.6 km,12 mins,0.4694326890293487,118300,92109.0,34.02359788359788
859,"728 Venice Ct, San Diego, CA 92109",92109,728 Venice Ct,800.0,1.0,2.0,32.78756,-117.2538,3800,Balboa Avenue Station,5.1 km,1 hour 12 mins,14.0 km,21 mins,14.4 km,46 mins,Trader Joe's,2.9 km,9 mins,0.6768659832645538,118300,92109.0,34.02359788359788
860,"1240 Grand Ave #Id1024439p, San Diego, CA 92109",92109,1240 Grand Ave #Id1024439p,1377.0,2.0,3.0,32.796814,-117.2467,10933,Balboa Avenue Station,3.4 km,48 mins,12.3 km,16 mins,23.9 km,52 mins,Trader Joe's,1.1 km,4 mins,0.8287865440769808,118300,92109.0,34.02359788359788
861,"1058 Sapphire St, San Diego, CA 92109",92109,1058 Sapphire St,1600.0,2.0,3.0,32.809074,-117.254074,7900,Balboa Avenue Station,4.4 km,1 hour 2 mins,13.0 km,17 mins,26.7 km,54 mins,Trader Joe's,2.0 km,4 mins,1.7216247994019451,118300,92109.0,34.02359788359788
862,"5081 Foothill Blvd #Adu, San Diego, CA 92109",92109,5081 Foothill Blvd #Adu,750.0,1.0,1.0,32.80929,-117.246635,2900,Balboa Avenue Station,3.6 km,50 mins,12.2 km,15 mins,13.2 km,55 mins,Trader Joe's,1.2 km,2 mins,1.9005283414053409,118300,92109.0,34.02359788359788
863,"1030 Agate St APT 2, San Diego, CA 92109",92109,1030 Agate St APT 2,1450.0,3.0,3.0,32.810852,-117.255165,5395,Balboa Avenue Station,4.6 km,1 hour 4 mins,13.3 km,17 mins,26.9 km,56 mins,Trader Joe's,2.3 km,5 mins,1.9188271273026467,118300,92109.0,34.02359788359788
864,"1844 Malden St, San Diego, CA 92109",92109,1844 Malden St,850.0,1.0,2.0,32.80917,-117.23867,3850,Balboa Avenue Station,2.8 km,39 mins,11.4 km,13 mins,12.3 km,49 mins,Trader Joe's,1.4 km,3 mins,2.2895776146490747,118300,92109.0,34.02359788359788
865,"5655 Rutgers Rd, La Jolla, CA 92037",92037,5655 Rutgers Rd,2350.0,3.0,3.0,32.817997,-117.25393,7200,Balboa Avenue Station,6.0 km,1 hour 21 mins,9.5 km,16 mins,27.7 km,1 hour 7 mins,Trader Joe's,3.5 km,7 mins,2.713776983103875,141822,92037.0,0.5500925925925926
866,"4117 Ingraham St #4117, San Diego, CA 92109",92109,4117 Ingraham St #4117,700.0,1.0,2.0,32.794575,-117.23862,2450,Balboa Avenue Station,3.2 km,46 mins,12.0 km,16 mins,23.7 km,55 mins,Trader Joe's,0.8 km,3 mins,1.5069500804468638,118300,92109.0,34.02359788359788
867,"3951 Haines St, San Diego, CA 92109",92109,3951 Haines St,1500.0,2.0,3.0,32.791176,-117.2399,6400,Balboa Avenue Station,3.7 km,52 mins,12.5 km,17 mins,12.9 km,52 mins,Trader Joe's,1.3 km,4 mins,1.4094388897256234,118300,92109.0,34.02359788359788
868,"841 Diamond St, San Diego, CA 92109",92109,841 Diamond St,850.0,1.0,2.0,32.799397,-117.25532,2995,Balboa Avenue Station,4.4 km,1 hour 2 mins,13.4 km,18 mins,25.4 km,56 mins,Trader Joe's,1.5 km,4 mins,0.6471967817767013,118300,92109.0,34.02359788359788
869,"936 Diamond St, San Diego, CA 92109",92109,936 Diamond St,590.0,1.0,1.0,32.800224,-117.25376,2400,Balboa Avenue Station,4.3 km,1 hour 1 min,13.2 km,18 mins,25.5 km,59 mins,Trader Joe's,1.4 km,4 mins,0.7417770877165092,118300,92109.0,34.02359788359788
870,"1448 Hornblend St, San Diego, CA 92109",92109,1448 Hornblend St,750.0,1.0,1.0,32.799004,-117.24152,2295,Balboa Avenue Station,2.9 km,41 mins,11.7 km,16 mins,23.5 km,53 mins,Trader Joe's,0.3 km,2 mins,1.3706790130644853,118300,92109.0,34.02359788359788
871,"1327 1/2 Hornblend St #1327-1/2, San Diego, CA 92109",92109,1327 1/2 Hornblend St #1327-1/2,475.0,1.0,1.0,32.797585,-117.245346,2300,Balboa Avenue Station,3.3 km,46 mins,12.2 km,16 mins,24.0 km,52 mins,Trader Joe's,0.8 km,3 mins,0.9802056792333744,118300,92109.0,34.02359788359788
872,"1159 Thomas Ave, San Diego, CA 92109",92109,1159 Thomas Ave,700.0,1.0,2.0,32.794857,-117.24775,3295,Balboa Avenue Station,3.8 km,53 mins,12.5 km,17 mins,24.2 km,55 mins,Trader Joe's,1.4 km,4 mins,0.6645022041875056,118300,92109.0,34.02359788359788
873,"811 Tourmaline St, San Diego, CA 92109",92109,811 Tourmaline St,789.0,1.0,2.0,32.806725,-117.25817,3800,Balboa Avenue Station,4.7 km,1 hour 6 mins,13.4 km,18 mins,26.1 km,59 mins,Trader Joe's,2.4 km,5 mins,1.4950368506208644,118300,92109.0,34.02359788359788
874,"1754 Diamond St #25, San Diego, CA 92109",92109,1754 Diamond St #25,720.0,1.0,1.0,32.80352,-117.23882,2495,Balboa Avenue Station,2.9 km,40 mins,12.0 km,15 mins,23.6 km,59 mins,Trader Joe's,0.5 km,2 mins,1.8492707575045773,118300,92109.0,34.02359788359788
875,"861 Law St, San Diego, CA 92109",92109,861 Law St,750.0,1.0,2.0,32.802406,-117.256096,4100,Balboa Avenue Station,4.5 km,1 hour 3 mins,13.1 km,17 mins,25.7 km,58 mins,Trader Joe's,1.8 km,5 mins,0.9878380933676552,118300,92109.0,34.02359788359788
876,"1742 Diamond St APT 7, San Diego, CA 92109",92109,1742 Diamond St APT 7,584.0,1.0,1.0,32.803467,-117.23903,2395,Balboa Avenue Station,2.9 km,40 mins,11.9 km,15 mins,23.6 km,59 mins,Trader Joe's,0.4 km,2 mins,1.8300149099046557,118300,92109.0,34.02359788359788
877,"827 Ostend Ct, San Diego, CA 92109",92109,827 Ostend Ct,1450.0,3.0,3.0,32.781933,-117.25177,5560,Balboa Avenue Station,5.6 km,1 hour 18 mins,14.6 km,21 mins,14.9 km,47 mins,Trader Joe's,3.4 km,9 mins,1.325909110772133,118300,92109.0,34.02359788359788
878,"1747 Hornblend St APT A, San Diego, CA 92109",92109,1747 Hornblend St APT A,825.0,1.0,2.0,32.799236,-117.23755,3500,Balboa Avenue Station,2.5 km,36 mins,11.4 km,14 mins,23.1 km,52 mins,Trader Joe's,0.6 km,3 mins,1.721167243837146,118300,92109.0,34.02359788359788
879,"575 Carla Way, La Jolla, CA 92037",92037,575 Carla Way,850.0,1.0,2.0,32.81009,-117.26241,3800,Balboa Avenue Station,5.4 km,1 hour 16 mins,11.1 km,20 mins,13.4 km,40 mins,Trader Joe's,3.8 km,8 mins,1.9701240733168424,141822,92037.0,0.5500925925925926
880,"1765 Garnet Ave, San Diego, CA 92109",92109,1765 Garnet Ave,550.0,1.0,1.0,32.800343,-117.23765,2425,Balboa Avenue Station,2.5 km,35 mins,11.3 km,13 mins,23.2 km,54 mins,Trader Joe's,0.4 km,2 mins,1.7612326434263952,118300,92109.0,34.02359788359788
881,"6319 Dowling Dr, La Jolla, CA 92037",92037,6319 Dowling Dr,1234.0,2.0,3.0,32.825096,-117.27466,6600,Silverado St & Herschel Av,2.6 km,37 mins,9.5 km,18 mins,11.5 km,36 mins,Trader Joe's,5.1 km,10 mins,0.7391283916902064,141822,92037.0,0.5500925925925926
882,"4304 Fanuel St APT B, San Diego, CA 92109",92109,4304 Fanuel St APT B,1200.0,3.0,3.0,32.79581,-117.24576,4990,Balboa Avenue Station,3.5 km,50 mins,12.3 km,16 mins,24.0 km,52 mins,Trader Joe's,1.1 km,4 mins,0.8710262980383392,118300,92109.0,34.02359788359788
883,"847 Turquoise St #1, San Diego, CA 92109",92109,847 Turquoise St #1,500.0,1.0,1.0,32.808475,-117.258156,2200,Balboa Avenue Station,4.8 km,1 hour 8 mins,10.9 km,19 mins,26.3 km,59 mins,Trader Joe's,2.5 km,6 mins,1.6852706984112806,118300,92109.0,34.02359788359788
884,"722 Isthmus Ct, San Diego, CA 92109",92109,722 Isthmus Ct,1583.0,2.0,3.0,32.773212,-117.252365,6500,Tecolote Road Station,6.2 km,1 hour 25 mins,19.8 km,20 mins,15.9 km,51 mins,Trader Joe's,6.6 km,12 mins,0.5207073753232878,118300,92109.0,34.02359788359788
885,"1222 Oliver Ave, San Diego, CA 92109",92109,1222 Oliver Ave,600.0,1.0,1.0,32.7938,-117.24627,2350,Balboa Avenue Station,3.8 km,53 mins,12.5 km,17 mins,24.2 km,56 mins,Trader Joe's,1.4 km,5 mins,0.7882942224973805,118300,92109.0,34.02359788359788
886,"1739 Thomas Ave APT 5, San Diego, CA 92109",92109,1739 Thomas Ave APT 5,620.0,1.0,1.0,32.797222,-117.23709,2350,Balboa Avenue Station,2.7 km,39 mins,11.5 km,15 mins,23.2 km,53 mins,Trader Joe's,0.8 km,4 mins,1.6945898623110314,118300,92109.0,34.02359788359788
887,"3953 Mission Blvd, San Diego, CA 92109",92109,3953 Mission Blvd,400.0,1.0,1.0,32.78877,-117.253105,3250,Balboa Avenue Station,4.8 km,1 hour 8 mins,13.7 km,19 mins,14.4 km,47 mins,Trader Joe's,2.5 km,7 mins,0.5573821684182461,118300,92109.0,34.02359788359788
888,"1642 Reed Ave APT 3, San Diego, CA 92109",92109,1642 Reed Ave APT 3,1506.0,3.0,3.0,32.796448,-117.23874,5500,Balboa Avenue Station,2.9 km,41 mins,11.7 km,15 mins,23.5 km,52 mins,Trader Joe's,0.7 km,3 mins,1.5250551793582463,118300,92109.0,34.02359788359788
889,"4318 Bayard St #B, San Diego, CA 92109",92109,4318 Bayard St #B,700.0,1.0,1.0,32.79439,-117.2532,3100,Balboa Avenue Station,4.2 km,59 mins,12.9 km,17 mins,24.6 km,55 mins,Trader Joe's,1.8 km,5 mins,0.1654548086328582,118300,92109.0,34.02359788359788
890,"6125 Terryhill Dr, La Jolla, CA 92037",92037,6125 Terryhill Dr,6256.0,7.0,5.0,32.823334,-117.266426,30000,Silverado St & Herschel Av,4.0 km,52 mins,10.4 km,19 mins,13.2 km,1 hour 8 mins,Trader Joe's,5.6 km,10 mins,1.469045087527368,141822,92037.0,0.5500925925925926
891,"944 Missouri St, San Diego, CA 92109",92109,944 Missouri St,1505.0,2.0,3.0,32.80116,-117.2539,10000,Balboa Avenue Station,4.4 km,1 hour 1 min,13.1 km,17 mins,13.4 km,48 mins,Trader Joe's,1.5 km,4 mins,0.843952792346157,118300,92109.0,34.02359788359788
892,"1145 Emerald St, San Diego, CA 92109",92109,1145 Emerald St,875.0,2.0,2.0,32.79963,-117.24944,7995,Balboa Avenue Station,3.7 km,53 mins,12.5 km,18 mins,24.5 km,59 mins,Trader Joe's,0.9 km,3 mins,0.8314450915088117,118300,92109.0,34.02359788359788
893,"1518 Monmouth Dr, San Diego, CA 92109",92109,1518 Monmouth Dr,3337.0,5.0,5.0,32.807648,-117.24407,17000,Balboa Avenue Station,3.3 km,46 mins,11.8 km,14 mins,12.9 km,52 mins,Trader Joe's,0.9 km,2 mins,1.851264936053603,118300,92109.0,34.02359788359788
894,"1818 Diamond St, San Diego, CA 92109",92109,1818 Diamond St,750.0,1.0,2.0,32.803783,-117.23759,5800,Balboa Avenue Station,2.8 km,38 mins,11.6 km,14 mins,23.5 km,57 mins,Trader Joe's,0.6 km,2 mins,1.959506453969727,118300,92109.0,34.02359788359788
895,"3285 Ocean Front Walk APT 3, San Diego, CA 92109",92109,3285 Ocean Front Walk APT 3,1325.0,2.0,2.0,32.773968,-117.25289,12500,Tecolote Road Station,6.3 km,1 hour 27 mins,19.9 km,21 mins,15.9 km,49 mins,Trader Joe's,6.7 km,13 mins,0.6129357834733682,118300,92109.0,34.02359788359788
896,"1636 Chalcedony St #1, San Diego, CA 92109",92109,1636 Chalcedony St #1,800.0,1.0,2.0,32.804905,-117.24152,3050,Balboa Avenue Station,3.1 km,44 mins,11.7 km,14 mins,12.3 km,47 mins,Trader Joe's,0.6 km,2 mins,1.7600508512843038,118300,92109.0,34.02359788359788
897,"1221 Parker Pl Unit 21, San Diego, CA 92109",92109,1221 Parker Pl Unit 21,1261.0,3.0,2.0,32.79193,-117.24561,7450,Balboa Avenue Station,4.0 km,56 mins,12.9 km,18 mins,24.4 km,59 mins,Trader Joe's,1.7 km,6 mins,0.8697367518918395,118300,92109.0,34.02359788359788
898,"1427 Wilbur Ave, San Diego, CA 92109",92109,1427 Wilbur Ave,2008.0,2.0,3.0,32.806324,-117.2459,9500,Balboa Avenue Station,3.5 km,48 mins,12.0 km,15 mins,13.4 km,53 mins,Trader Joe's,1.0 km,2 mins,1.6365522046248528,118300,92109.0,34.02359788359788
899,"1453 Thomas Ave, San Diego, CA 92109",92109,1453 Thomas Ave,600.0,1.0,1.0,32.795956,-117.242325,5900,Balboa Avenue Station,3.2 km,46 mins,12.0 km,16 mins,23.7 km,55 mins,Trader Joe's,0.8 km,4 mins,1.186014146426704,118300,92109.0,34.02359788359788
900,"3288 Mission Blvd, San Diego, CA 92109",92109,3288 Mission Blvd,600.0,1.0,2.0,32.773945,-117.25166,2975,Balboa Avenue Station,6.5 km,1 hour 31 mins,19.8 km,19 mins,15.7 km,47 mins,Trader Joe's,6.6 km,11 mins,0.5948338151967382,118300,92109.0,34.02359788359788
901,"5447 Soledad Rd, La Jolla, CA 92037",92037,5447 Soledad Rd,1000.0,1.0,2.0,32.817577,-117.24159,5995,Balboa Avenue Station,3.8 km,51 mins,12.3 km,14 mins,13.3 km,1 hour 1 min,Trader Joe's,2.4 km,4 mins,2.934193449663874,141822,92037.0,0.5500925925925926
